shipment_id,order_id,carrier,product_id,product_name,quantity,price_per_unit,total_amount,shipment_date
505,552,Деловые линии,1020,Лампы H7,7,365.05,2555.34,2025-07-23
506,553,Байкал Сервис,1005,Свечи зажигания,14,254.81,3567.39,2025-01-08
507,554,СДЭК,1010,Радиатор охлаждения,10,209.54,2095.36,2025-05-21
508,555,Почта России,1013,Аккумулятор 60Ah,14,202.34,2832.76,2025-08-08
509,556,ПЭК,1006,Амортизатор передний,9,278.43,2505.84,2025-05-23
510,557,Байкал Сервис,1002,Тормозные колодки задние,5,276.81,1384.06,2025-02-08
511,558,Деловые линии,1019,Лампы H4,8,271.98,2175.87,2025-05-14
512,559,Почта России,1005,Свечи зажигания,8,155.88,1247.04,2025-05-12
513,560,СДЭК,1002,Тормозные колодки задние,16,261.19,4179.05,2025-12-10
514,561,Почта России,1008,Ремень ГРМ,3,154.32,462.95,2025-02-02
515,562,Байкал Сервис,1003,Масляный фильтр,13,257.58,3348.6,2025-02-27
516,563,Деловые линии,1005,Свечи зажигания,10,328.83,3288.3,2025-11-21
517,564,ПЭК,1012,Стартер,20,306.96,6139.17,2025-03-19
518,565,СДЭК,1018,Щётки стеклоочистителя,7,260.96,1826.69,2025-06-14
519,566,Байкал Сервис,1009,Помпа водяная,6,314.33,1885.99,2025-10-07
520,567,Деловые линии,1012,Стартер,16,331.21,5299.35,2025-09-20
521,568,СДЭК,1006,Амортизатор передний,13,248.88,3235.5,2025-09-23
522,569,ПЭК,1001,Тормозные колодки передние,20,331.5,6630.09,2025-03-11
523,570,Деловые линии,1011,Генератор,3,378.7,1136.1,2025-11-09
524,572,Деловые линии,1015,Моторное масло 5W-40,4,312.49,1249.95,2025-11-24
525,573,Байкал Сервис,1018,Щётки стеклоочистителя,9,319.08,2871.7,2025-09-22
526,574,Почта России,1009,Помпа водяная,8,213.1,1704.8,2025-10-14
527,575,ПЭК,1016,Антифриз G12,6,286.03,1716.2,2025-02-16
528,576,Байкал Сервис,1012,Стартер,2,246.5,493.0,2025-10-14
529,577,ПЭК,1013,Аккумулятор 60Ah,3,287.44,862.32,2025-05-16
530,578,Байкал Сервис,1018,Щётки стеклоочистителя,16,308.99,4943.88,2025-07-23
531,579,ПЭК,1015,Моторное масло 5W-40,13,327.01,4251.15,2025-09-19
532,580,СДЭК,1008,Ремень ГРМ,9,235.26,2117.33,2025-09-30
533,581,Байкал Сервис,1020,Лампы H7,2,286.55,573.1,2025-08-28
534,583,Деловые линии,1014,Аккумулятор 75Ah,17,279.14,4745.46,2025-08-25
535,584,Почта России,1012,Стартер,19,179.65,3413.43,2025-06-07
536,585,Почта России,1011,Генератор,8,191.7,1533.63,2025-02-26
537,587,Почта России,1013,Аккумулятор 60Ah,14,175.94,2463.23,2025-11-07
538,588,Деловые линии,1001,Тормозные колодки передние,15,316.08,4741.13,2025-12-22
539,589,Почта России,1009,Помпа водяная,7,180.14,1260.95,2025-06-27
540,590,Деловые линии,1002,Тормозные колодки задние,1,368.35,368.35,2025-09-20
541,592,Почта России,1014,Аккумулятор 75Ah,11,184.93,2034.23,2025-05-27
542,593,Байкал Сервис,1003,Масляный фильтр,13,251.26,3266.33,2025-08-10
543,594,Деловые линии,1016,Антифриз G12,16,256.87,4109.95,2025-10-25
544,595,Байкал Сервис,1020,Лампы H7,4,274.33,1097.32,2025-07-29
545,597,Деловые линии,1013,Аккумулятор 60Ah,20,369.85,7396.96,2025-10-07
546,598,ПЭК,1005,Свечи зажигания,3,241.85,725.54,2025-11-03
547,599,Деловые линии,1017,Тормозная жидкость DOT-4,17,291.46,4954.84,2025-12-23
548,600,СДЭК,1018,Щётки стеклоочистителя,3,253.67,761.01,2025-01-29
549,603,СДЭК,1008,Ремень ГРМ,16,295.94,4734.98,2025-05-26
550,604,Байкал Сервис,1016,Антифриз G12,13,305.86,3976.12,2025-05-05
551,605,Почта России,1013,Аккумулятор 60Ah,9,159.97,1439.72,2025-03-08
552,606,Байкал Сервис,1015,Моторное масло 5W-40,18,253.11,4555.97,2025-09-05
553,607,ПЭК,1019,Лампы H4,5,347.46,1737.28,2025-03-15
554,608,Деловые линии,1015,Моторное масло 5W-40,15,258.29,3874.38,2025-03-10
555,609,Деловые линии,1014,Аккумулятор 75Ah,2,269.14,538.28,2025-07-04
556,611,СДЭК,1012,Стартер,12,249.7,2996.43,2025-10-23
557,612,Почта России,1005,Свечи зажигания,2,204.48,408.96,2025-02-06
558,613,Байкал Сервис,1015,Моторное масло 5W-40,3,275.51,826.54,2025-08-22
559,614,Деловые линии,1009,Помпа водяная,9,283.69,2553.18,2025-09-22
560,615,СДЭК,1003,Масляный фильтр,9,265.16,2386.45,2025-12-15
561,616,Байкал Сервис,1008,Ремень ГРМ,4,226.79,907.18,2025-12-19
562,617,ПЭК,1015,Моторное масло 5W-40,12,318.18,3818.13,2025-04-23
563,618,Почта России,1016,Антифриз G12,1,213.39,213.39,2025-08-11
564,619,ПЭК,1018,Щётки стеклоочистителя,15,256.6,3849.06,2025-06-01
565,620,Почта России,1013,Аккумулятор 60Ah,11,177.33,1950.59,2025-12-31
566,621,Деловые линии,1005,Свечи зажигания,5,370.99,1854.93,2025-04-09
567,623,Байкал Сервис,1020,Лампы H7,8,312.33,2498.63,2025-10-11
568,624,ПЭК,1012,Стартер,14,281.97,3947.55,2025-01-30
569,625,Почта России,1001,Тормозные колодки передние,7,175.93,1231.53,2025-12-12
570,626,Деловые линии,1006,Амортизатор передний,8,267.33,2138.68,2025-03-25
571,627,Байкал Сервис,1018,Щётки стеклоочистителя,2,310.99,621.99,2025-01-06
572,628,СДЭК,1017,Тормозная жидкость DOT-4,15,219.99,3299.88,2025-05-22
573,629,ПЭК,1002,Тормозные колодки задние,15,254.59,3818.82,2025-09-14
574,630,Почта России,1008,Ремень ГРМ,10,157.6,1576.04,2025-06-16
575,631,ПЭК,1011,Генератор,19,295.99,5623.73,2025-06-12
576,632,Байкал Сервис,1017,Тормозная жидкость DOT-4,7,306.53,2145.74,2025-01-08
577,633,ПЭК,1011,Генератор,6,319.61,1917.67,2025-07-30
578,634,Почта России,1016,Антифриз G12,13,173.51,2255.68,2025-01-13
579,635,Деловые линии,1001,Тормозные колодки передние,19,259.56,4931.67,2025-08-28
580,636,ПЭК,1002,Тормозные колодки задние,1,306.4,306.4,2025-04-25
581,637,Почта России,1009,Помпа водяная,20,208.39,4167.88,2025-10-09
582,638,СДЭК,1002,Тормозные колодки задние,8,222.94,1783.53,2025-05-07
583,639,Почта России,1016,Антифриз G12,15,156.01,2340.19,2025-05-18
584,640,СДЭК,1017,Тормозная жидкость DOT-4,11,243.9,2682.88,2025-09-11
585,641,ПЭК,1014,Аккумулятор 75Ah,11,327.54,3602.98,2025-10-03
586,642,Байкал Сервис,1009,Помпа водяная,14,290.7,4069.86,2025-10-07
587,644,Деловые линии,1009,Помпа водяная,14,304.27,4259.8,2025-01-31
588,645,ПЭК,1009,Помпа водяная,11,320.55,3526.02,2025-06-23
589,648,Деловые линии,1019,Лампы H4,12,354.15,4249.8,2025-09-12
590,649,Почта России,1013,Аккумулятор 60Ah,12,161.72,1940.59,2025-04-03
591,650,Почта России,1013,Аккумулятор 60Ah,14,156.59,2192.21,2025-12-20
592,651,Байкал Сервис,1011,Генератор,3,289.5,868.49,2025-08-28
593,652,ПЭК,1004,Воздушный фильтр,5,280.16,1400.79,2025-05-03
594,653,ПЭК,1001,Тормозные колодки передние,11,232.28,2555.03,2025-10-23
595,654,ПЭК,1016,Антифриз G12,17,279.4,4749.74,2025-11-17
596,655,Деловые линии,1006,Амортизатор передний,18,281.93,5074.74,2025-04-17
597,656,Почта России,1017,Тормозная жидкость DOT-4,8,175.45,1403.57,2025-09-07
598,657,СДЭК,1007,Амортизатор задний,16,208.72,3339.51,2025-02-12
599,658,ПЭК,1005,Свечи зажигания,1,232.32,232.32,2025-06-30
600,659,ПЭК,1001,Тормозные колодки передние,20,322.25,6445.08,2025-09-18
601,660,СДЭК,1007,Амортизатор задний,2,277.25,554.49,2025-04-17
602,661,Почта России,1006,Амортизатор передний,14,196.78,2754.87,2025-02-13
603,662,Деловые линии,1015,Моторное масло 5W-40,18,367.41,6613.44,2025-09-18
604,663,ПЭК,1019,Лампы H4,11,243.61,2679.75,2025-07-24
605,664,Байкал Сервис,1016,Антифриз G12,1,217.42,217.42,2025-06-19
606,665,Байкал Сервис,1012,Стартер,6,264.97,1589.82,2025-01-28
607,666,СДЭК,1011,Генератор,1,246.4,246.4,2025-03-19
608,667,Деловые линии,1007,Амортизатор задний,17,277.68,4720.54,2025-12-29
609,668,СДЭК,1014,Аккумулятор 75Ah,20,297.37,5947.48,2025-05-05
610,670,ПЭК,1008,Ремень ГРМ,8,272.73,2181.81,2025-10-11
611,671,ПЭК,1009,Помпа водяная,5,291.07,1455.36,2025-05-01
612,672,Почта России,1003,Масляный фильтр,14,169.62,2374.67,2025-08-29
613,673,СДЭК,1004,Воздушный фильтр,9,255.8,2302.17,2025-12-31
614,675,Деловые линии,1016,Антифриз G12,10,302.21,3022.12,2025-10-02
615,676,ПЭК,1004,Воздушный фильтр,14,243.01,3402.14,2025-12-30
616,677,Почта России,1015,Моторное масло 5W-40,12,150.93,1811.19,2025-10-27
617,678,Почта России,1020,Лампы H7,15,173.49,2602.35,2025-06-21
618,679,СДЭК,1010,Радиатор охлаждения,5,240.92,1204.62,2025-08-15
619,680,Байкал Сервис,1006,Амортизатор передний,9,245.24,2207.17,2025-04-30
620,681,Деловые линии,1011,Генератор,9,259.5,2335.53,2025-10-17
621,682,Байкал Сервис,1014,Аккумулятор 75Ah,1,268.79,268.79,2025-05-12
622,683,Байкал Сервис,1017,Тормозная жидкость DOT-4,7,276.96,1938.71,2025-10-22
623,684,Байкал Сервис,1010,Радиатор охлаждения,6,321.19,1927.17,2025-02-14
624,685,Деловые линии,1007,Амортизатор задний,14,330.65,4629.06,2025-04-21
625,686,Байкал Сервис,1005,Свечи зажигания,17,264.96,4504.34,2025-09-07
626,687,СДЭК,1016,Антифриз G12,7,297.13,2079.9,2025-06-11
627,688,ПЭК,1008,Ремень ГРМ,12,261.92,3143.08,2025-05-05
628,689,Деловые линии,1011,Генератор,1,367.82,367.82,2025-08-14
629,690,Деловые линии,1017,Тормозная жидкость DOT-4,13,256.25,3331.3,2025-05-15
630,691,СДЭК,1015,Моторное масло 5W-40,10,259.43,2594.31,2025-09-14
631,692,Деловые линии,1013,Аккумулятор 60Ah,13,268.92,3495.99,2025-09-28
632,693,ПЭК,1016,Антифриз G12,10,309.98,3099.8,2025-05-05
633,694,Почта России,1002,Тормозные колодки задние,8,206.91,1655.28,2025-05-19
634,695,ПЭК,1002,Тормозные колодки задние,5,275.83,1379.17,2025-01-05
635,696,Почта России,1016,Антифриз G12,2,184.27,368.54,2025-04-11
636,697,СДЭК,1010,Радиатор охлаждения,7,243.4,1703.83,2025-01-16
637,698,ПЭК,1011,Генератор,12,262.98,3155.77,2025-02-09
638,699,Байкал Сервис,1006,Амортизатор передний,2,216.85,433.69,2025-10-16
639,700,Байкал Сервис,1006,Амортизатор передний,4,282.27,1129.07,2025-01-10
640,701,Деловые линии,1005,Свечи зажигания,14,264.15,3698.1,2025-02-13
641,702,Байкал Сервис,1008,Ремень ГРМ,17,221.31,3762.25,2025-12-16
642,703,ПЭК,1020,Лампы H7,13,251.89,3274.63,2025-03-18
643,704,Деловые линии,1019,Лампы H4,4,278.83,1115.31,2025-08-04
644,705,Деловые линии,1012,Стартер,12,375.26,4503.08,2025-04-10
645,706,ПЭК,1007,Амортизатор задний,11,301.22,3313.43,2025-12-28
646,707,Почта России,1016,Антифриз G12,8,207.18,1657.42,2025-07-23
647,708,Байкал Сервис,1020,Лампы H7,8,226.55,1812.43,2025-06-24
648,709,Почта России,1005,Свечи зажигания,4,206.82,827.29,2025-10-17
649,710,Деловые линии,1020,Лампы H7,19,326.03,6194.56,2025-10-29
650,711,Деловые линии,1007,Амортизатор задний,2,370.27,740.53,2025-10-12
651,712,Деловые линии,1009,Помпа водяная,15,322.21,4833.21,2025-07-11
652,713,СДЭК,1009,Помпа водяная,5,212.42,1062.11,2025-05-19
653,714,ПЭК,1017,Тормозная жидкость DOT-4,12,245.93,2951.16,2025-09-06
654,715,Почта России,1017,Тормозная жидкость DOT-4,1,207.45,207.45,2025-10-14
655,716,СДЭК,1017,Тормозная жидкость DOT-4,19,215.56,4095.7,2025-01-21
656,718,СДЭК,1003,Масляный фильтр,18,285.4,5137.25,2025-05-11
657,720,Почта России,1005,Свечи зажигания,19,183.82,3492.62,2025-10-01
658,721,Байкал Сервис,1007,Амортизатор задний,3,222.98,668.93,2025-01-19
659,722,Почта России,1016,Антифриз G12,1,193.31,193.31,2025-09-08
660,723,Деловые линии,1016,Антифриз G12,8,329.26,2634.1,2025-12-02
661,724,Почта России,1015,Моторное масло 5W-40,4,206.37,825.47,2025-10-31
662,725,Байкал Сервис,1003,Масляный фильтр,19,247.02,4693.3,2025-12-26
663,726,Деловые линии,1001,Тормозные колодки передние,7,372.26,2605.8,2025-06-02
664,727,Деловые линии,1018,Щётки стеклоочистителя,4,319.11,1276.44,2025-03-26
665,728,Деловые линии,1016,Антифриз G12,14,268.71,3761.88,2025-02-19
666,729,ПЭК,1003,Масляный фильтр,8,325.49,2603.92,2025-07-06
667,730,ПЭК,1008,Ремень ГРМ,1,286.85,286.85,2025-02-11
668,731,Почта России,1008,Ремень ГРМ,18,212.38,3822.92,2025-12-29
669,732,СДЭК,1013,Аккумулятор 60Ah,8,252.18,2017.48,2025-05-27
670,733,Почта России,1004,Воздушный фильтр,6,146.38,878.26,2025-12-17
671,734,Деловые линии,1005,Свечи зажигания,20,313.13,6262.55,2025-10-28
672,735,Почта России,1010,Радиатор охлаждения,2,178.98,357.97,2025-09-09
673,736,Деловые линии,1016,Антифриз G12,19,369.07,7012.3,2025-01-29
674,737,Почта России,1005,Свечи зажигания,18,151.51,2727.15,2025-11-21
675,738,ПЭК,1019,Лампы H4,9,299.2,2692.81,2025-10-08
676,739,СДЭК,1009,Помпа водяная,16,220.52,3528.39,2025-07-26
677,740,Деловые линии,1014,Аккумулятор 75Ah,9,308.76,2778.86,2025-02-28
678,741,ПЭК,1003,Масляный фильтр,3,257.18,771.54,2025-02-08
679,742,СДЭК,1011,Генератор,6,232.93,1397.6,2025-04-04
680,743,СДЭК,1018,Щётки стеклоочистителя,7,279.21,1954.5,2025-04-27
681,744,Байкал Сервис,1005,Свечи зажигания,20,233.8,4675.97,2025-05-11
682,745,ПЭК,1013,Аккумулятор 60Ah,20,269.17,5383.44,2025-01-27
683,746,Байкал Сервис,1001,Тормозные колодки передние,3,252.42,757.25,2025-08-19
684,747,Байкал Сервис,1007,Амортизатор задний,1,256.31,256.31,2025-12-08
685,748,СДЭК,1016,Антифриз G12,15,226.46,3396.88,2025-11-18
686,749,СДЭК,1014,Аккумулятор 75Ah,19,292.21,5551.99,2025-02-04
687,750,СДЭК,1003,Масляный фильтр,5,228.22,1141.08,2025-07-14
688,751,Деловые линии,1010,Радиатор охлаждения,13,316.14,4109.79,2025-02-04
689,752,Почта России,1020,Лампы H7,16,174.11,2785.72,2025-07-27
690,753,ПЭК,1008,Ремень ГРМ,10,322.17,3221.7,2025-11-02
691,755,Деловые линии,1015,Моторное масло 5W-40,11,256.34,2819.7,2025-03-30
692,756,Деловые линии,1018,Щётки стеклоочистителя,14,269.67,3775.41,2025-02-04
693,757,Байкал Сервис,1007,Амортизатор задний,8,226.09,1808.7,2025-03-20
694,759,ПЭК,1001,Тормозные колодки передние,16,249.01,3984.19,2025-06-23
695,761,ПЭК,1001,Тормозные колодки передние,7,294.73,2063.12,2025-01-01
696,762,Деловые линии,1019,Лампы H4,15,276.17,4142.54,2025-12-14
697,763,Деловые линии,1008,Ремень ГРМ,3,269.87,809.6,2025-08-19
698,764,Деловые линии,1013,Аккумулятор 60Ah,10,376.85,3768.53,2025-09-08
699,765,СДЭК,1003,Масляный фильтр,13,277.08,3602.03,2025-11-01
700,766,ПЭК,1009,Помпа водяная,15,341.93,5129.0,2025-07-26
701,767,Почта России,1007,Амортизатор задний,12,161.24,1934.85,2025-05-09
702,768,Байкал Сервис,1020,Лампы H7,10,217.67,2176.69,2025-09-06
703,770,Байкал Сервис,1018,Щётки стеклоочистителя,16,315.94,5055.03,2025-09-05
704,771,ПЭК,1002,Тормозные колодки задние,20,277.56,5551.24,2025-04-06
705,772,ПЭК,1005,Свечи зажигания,7,254.24,1779.71,2025-04-16
706,773,Деловые линии,1010,Радиатор охлаждения,5,351.63,1758.15,2025-06-14
707,774,Деловые линии,1010,Радиатор охлаждения,10,279.48,2794.85,2025-01-06
708,775,Деловые линии,1013,Аккумулятор 60Ah,8,322.09,2576.7,2025-02-20
709,776,Байкал Сервис,1005,Свечи зажигания,13,273.28,3552.69,2025-03-31
710,777,ПЭК,1001,Тормозные колодки передние,17,337.49,5737.4,2025-11-29
711,778,СДЭК,1002,Тормозные колодки задние,6,273.2,1639.2,2025-04-23
712,779,ПЭК,1017,Тормозная жидкость DOT-4,2,237.24,474.48,2025-04-25
713,780,Почта России,1003,Масляный фильтр,16,189.83,3037.33,2025-03-12
714,781,Байкал Сервис,1009,Помпа водяная,10,309.53,3095.33,2025-10-31
715,782,ПЭК,1018,Щётки стеклоочистителя,4,318.26,1273.02,2025-10-14
716,783,Байкал Сервис,1008,Ремень ГРМ,10,308.26,3082.56,2025-05-30
717,784,Почта России,1014,Аккумулятор 75Ah,6,195.75,1174.53,2025-05-30
718,786,ПЭК,1011,Генератор,12,272.38,3268.57,2025-08-08
719,787,Деловые линии,1001,Тормозные колодки передние,18,322.63,5807.42,2025-09-22
720,788,СДЭК,1014,Аккумулятор 75Ah,19,260.48,4949.18,2025-07-12
721,789,Почта России,1012,Стартер,11,169.64,1866.01,2025-12-03
722,790,Почта России,1007,Амортизатор задний,7,155.01,1085.07,2025-04-04
723,791,Байкал Сервис,1011,Генератор,19,296.22,5628.15,2025-07-15
724,792,Почта России,1004,Воздушный фильтр,2,190.25,380.49,2025-08-07
725,793,ПЭК,1002,Тормозные колодки задние,14,295.56,4137.83,2025-04-10
726,794,ПЭК,1002,Тормозные колодки задние,6,268.74,1612.43,2025-07-15
727,795,Деловые линии,1007,Амортизатор задний,16,340.97,5455.44,2025-03-09
728,796,Байкал Сервис,1010,Радиатор охлаждения,6,221.97,1331.84,2025-01-10
729,798,ПЭК,1016,Антифриз G12,14,343.64,4810.99,2025-12-01
730,799,Деловые линии,1011,Генератор,20,370.39,7407.75,2025-09-15
731,801,СДЭК,1015,Моторное масло 5W-40,8,293.46,2347.69,2025-10-20
732,803,Деловые линии,1006,Амортизатор передний,7,304.89,2134.26,2025-03-01
733,804,СДЭК,1009,Помпа водяная,14,236.24,3307.42,2025-04-04
734,805,СДЭК,1012,Стартер,11,284.65,3131.15,2025-12-01
735,806,ПЭК,1011,Генератор,16,281.82,4509.15,2025-08-12
736,807,Почта России,1017,Тормозная жидкость DOT-4,2,155.74,311.48,2025-11-23
737,808,СДЭК,1001,Тормозные колодки передние,1,290.57,290.57,2025-03-06
738,809,Деловые линии,1018,Щётки стеклоочистителя,6,355.2,2131.17,2025-09-27
739,810,Байкал Сервис,1013,Аккумулятор 60Ah,8,264.01,2112.08,2025-10-21
740,811,Байкал Сервис,1009,Помпа водяная,17,222.53,3782.95,2025-05-23
741,812,ПЭК,1011,Генератор,6,275.94,1655.62,2025-07-19
742,813,СДЭК,1012,Стартер,15,266.14,3992.16,2025-03-19
743,814,СДЭК,1014,Аккумулятор 75Ah,20,289.41,5788.21,2025-09-18
744,815,Почта России,1009,Помпа водяная,2,162.94,325.88,2025-03-19
745,816,Почта России,1007,Амортизатор задний,10,147.4,1473.96,2025-12-21
746,817,Почта России,1013,Аккумулятор 60Ah,7,159.64,1117.46,2025-11-28
747,818,Деловые линии,1016,Антифриз G12,14,283.27,3965.78,2025-03-14
748,819,Байкал Сервис,1017,Тормозная жидкость DOT-4,5,256.66,1283.29,2025-01-30
749,820,ПЭК,1008,Ремень ГРМ,11,301.36,3314.95,2025-07-15
750,821,Деловые линии,1020,Лампы H7,10,297.62,2976.22,2025-11-06
751,822,Байкал Сервис,1004,Воздушный фильтр,8,248.18,1985.46,2025-06-14
752,823,Байкал Сервис,1008,Ремень ГРМ,9,257.76,2319.86,2025-08-20
753,824,Деловые линии,1018,Щётки стеклоочистителя,16,314.43,5030.92,2025-12-07
754,825,Деловые линии,1016,Антифриз G12,7,382.01,2674.05,2025-11-30
755,826,ПЭК,1014,Аккумулятор 75Ah,5,341.36,1706.8,2025-03-14
756,827,СДЭК,1015,Моторное масло 5W-40,3,263.06,789.18,2025-06-16
757,828,ПЭК,1019,Лампы H4,9,313.19,2818.73,2025-02-04
758,829,ПЭК,1016,Антифриз G12,8,270.75,2165.98,2025-08-29
759,830,Почта России,1008,Ремень ГРМ,4,207.47,829.88,2025-09-01
760,831,ПЭК,1001,Тормозные колодки передние,1,290.59,290.59,2025-12-10
761,832,Деловые линии,1005,Свечи зажигания,2,340.86,681.73,2025-03-27
762,833,Байкал Сервис,1019,Лампы H4,1,262.04,262.04,2025-03-23
763,835,СДЭК,1018,Щётки стеклоочистителя,7,238.3,1668.11,2025-06-18
764,836,Почта России,1008,Ремень ГРМ,8,158.47,1267.75,2025-07-15
765,837,СДЭК,1012,Стартер,7,264.52,1851.63,2025-03-11
766,838,ПЭК,1003,Масляный фильтр,18,323.48,5822.7,2025-09-09
767,839,Почта России,1008,Ремень ГРМ,14,203.98,2855.78,2025-04-12
768,841,СДЭК,1016,Антифриз G12,11,261.91,2881.01,2025-11-03
769,842,Почта России,1019,Лампы H4,15,212.88,3193.15,2025-06-13
770,843,СДЭК,1010,Радиатор охлаждения,20,229.28,4585.62,2025-07-16
771,844,Байкал Сервис,1014,Аккумулятор 75Ah,8,220.71,1765.67,2025-07-03
772,845,Байкал Сервис,1012,Стартер,5,251.96,1259.81,2025-04-02
773,846,СДЭК,1012,Стартер,20,227.79,4555.78,2025-05-21
774,847,Почта России,1001,Тормозные колодки передние,15,176.06,2640.87,2025-07-21
775,848,Деловые линии,1008,Ремень ГРМ,1,258.19,258.19,2025-07-28
776,849,Почта России,1004,Воздушный фильтр,19,171.73,3262.96,2025-09-09
777,850,Почта России,1018,Щётки стеклоочистителя,18,154.35,2778.35,2025-03-15
778,851,Деловые линии,1018,Щётки стеклоочистителя,20,263.95,5279.0,2025-10-16
779,852,СДЭК,1005,Свечи зажигания,20,271.78,5435.69,2025-07-11
780,853,СДЭК,1007,Амортизатор задний,17,215.68,3666.49,2025-07-02
781,854,Почта России,1006,Амортизатор передний,19,159.22,3025.13,2025-10-04
782,857,ПЭК,1004,Воздушный фильтр,6,338.44,2030.66,2025-01-17
783,858,Почта России,1010,Радиатор охлаждения,6,190.01,1140.06,2025-11-19
784,859,Байкал Сервис,1018,Щётки стеклоочистителя,12,249.86,2998.37,2025-01-20
785,860,Деловые линии,1003,Масляный фильтр,7,305.9,2141.31,2025-06-02
786,861,Почта России,1019,Лампы H4,18,178.62,3215.12,2025-11-16
787,862,ПЭК,1010,Радиатор охлаждения,17,305.06,5185.97,2025-07-04
788,863,Байкал Сервис,1004,Воздушный фильтр,6,286.0,1715.99,2025-07-11
789,864,Байкал Сервис,1015,Моторное масло 5W-40,20,298.43,5968.69,2025-07-15
790,865,Байкал Сервис,1012,Стартер,10,285.93,2859.3,2025-11-27
791,867,СДЭК,1002,Тормозные колодки задние,8,299.5,2396.0,2025-12-17
792,868,СДЭК,1017,Тормозная жидкость DOT-4,16,228.44,3654.98,2025-09-27
793,869,ПЭК,1015,Моторное масло 5W-40,18,344.76,6205.65,2025-01-10
794,870,СДЭК,1003,Масляный фильтр,17,238.25,4050.21,2025-10-28
795,871,СДЭК,1007,Амортизатор задний,17,230.13,3912.15,2025-05-03
796,872,Деловые линии,1020,Лампы H7,15,381.92,5728.75,2025-04-15
797,873,Почта России,1003,Масляный фильтр,3,213.19,639.56,2025-03-17
798,874,ПЭК,1012,Стартер,16,301.27,4820.26,2025-11-24
799,875,СДЭК,1011,Генератор,7,291.24,2038.71,2025-03-14
800,876,Байкал Сервис,1013,Аккумулятор 60Ah,12,230.06,2760.74,2025-11-20
801,877,Почта России,1017,Тормозная жидкость DOT-4,4,164.53,658.11,2025-11-02
802,878,Почта России,1018,Щётки стеклоочистителя,20,168.43,3368.51,2025-11-05
803,879,Деловые линии,1002,Тормозные колодки задние,11,351.76,3869.39,2025-08-30
804,880,СДЭК,1018,Щётки стеклоочистителя,11,296.57,3262.3,2025-03-27
805,881,Байкал Сервис,1019,Лампы H4,12,239.43,2873.15,2025-06-21
806,882,СДЭК,1009,Помпа водяная,14,201.32,2818.54,2025-07-04
807,883,СДЭК,1004,Воздушный фильтр,10,279.49,2794.88,2025-01-24
808,884,ПЭК,1018,Щётки стеклоочистителя,17,290.75,4942.75,2025-07-24
809,885,ПЭК,1003,Масляный фильтр,9,336.0,3024.04,2025-05-21
810,886,Байкал Сервис,1016,Антифриз G12,6,279.93,1679.59,2025-04-25
811,888,ПЭК,1003,Масляный фильтр,19,284.23,5400.4,2025-05-05
812,889,Деловые линии,1016,Антифриз G12,4,359.33,1437.31,2025-11-18
813,890,Деловые линии,1016,Антифриз G12,15,317.46,4761.93,2025-01-06
814,891,СДЭК,1004,Воздушный фильтр,10,252.07,2520.67,2025-01-15
815,892,Почта России,1002,Тормозные колодки задние,17,201.02,3417.37,2025-08-22
816,893,СДЭК,1015,Моторное масло 5W-40,11,265.65,2922.11,2025-07-24
817,895,ПЭК,1005,Свечи зажигания,16,299.16,4786.49,2025-10-14
818,896,Деловые линии,1011,Генератор,8,336.0,2688.0,2025-08-10
819,898,СДЭК,1017,Тормозная жидкость DOT-4,3,248.05,744.14,2025-03-15
820,899,ПЭК,1008,Ремень ГРМ,14,302.16,4230.18,2025-12-25
821,900,ПЭК,1005,Свечи зажигания,1,298.56,298.56,2025-10-19
822,901,Деловые линии,1020,Лампы H7,7,269.41,1885.89,2025-02-27
823,902,Почта России,1003,Масляный фильтр,18,160.48,2888.6,2025-11-06
824,903,СДЭК,1020,Лампы H7,2,249.38,498.76,2025-05-26
825,904,Байкал Сервис,1001,Тормозные колодки передние,8,309.46,2475.65,2025-04-05
826,905,Почта России,1006,Амортизатор передний,8,156.46,1251.64,2025-12-02
827,907,Байкал Сервис,1010,Радиатор охлаждения,7,219.59,1537.14,2025-08-22
828,908,Деловые линии,1019,Лампы H4,5,309.93,1549.66,2025-12-23
829,909,Байкал Сервис,1020,Лампы H7,17,227.2,3862.44,2025-08-10
830,910,Байкал Сервис,1014,Аккумулятор 75Ah,9,319.53,2875.77,2025-03-20
831,911,Деловые линии,1002,Тормозные колодки задние,9,269.95,2429.56,2025-03-20
832,912,СДЭК,1009,Помпа водяная,2,225.47,450.93,2025-10-14
833,913,Деловые линии,1014,Аккумулятор 75Ah,4,312.26,1249.06,2025-05-01
834,914,Почта России,1020,Лампы H7,1,157.98,157.98,2025-03-08
835,915,СДЭК,1015,Моторное масло 5W-40,16,267.53,4280.49,2025-06-17
836,916,Байкал Сервис,1017,Тормозная жидкость DOT-4,19,222.08,4219.43,2025-07-19
837,917,Байкал Сервис,1019,Лампы H4,12,247.46,2969.51,2025-07-20
838,918,Деловые линии,1005,Свечи зажигания,19,367.63,6985.04,2025-01-05
839,919,Деловые линии,1002,Тормозные колодки задние,15,368.52,5527.74,2025-07-01
840,920,ПЭК,1003,Масляный фильтр,17,317.71,5401.0,2025-05-13
841,922,Байкал Сервис,1009,Помпа водяная,20,289.67,5793.48,2025-03-02
842,923,Байкал Сервис,1012,Стартер,7,219.11,1533.77,2025-03-05
843,924,Деловые линии,1020,Лампы H7,15,307.2,4607.99,2025-05-29
